2014,YR2014,Switzerland,CHE,701037135966.049,8188649
2014,YR2014,Syrian Arab Republic,SYR,..,18772481
2014,YR2014,Tajikistan,TJK,9236309138.04277,8295840
2014,YR2014,Tanzania,TZA,48030400964.2053,51822621
2014,YR2014,Thailand,THA,404320038916.496,67725979
2014,YR2014,Timor-Leste,TMP,1371172832.77153,1212107
2014,YR2014,Togo,TGO,4482535926.29673,7115163
2014,YR2014,Tonga,TON,434386306.626299,105586
2014,YR2014,Trinidad and Tobago,TTO,28874122633.5743,1354483
2014,YR2014,Tunisia,TUN,47603227896.5659,10996600
2014,YR2014,Turkey,TUR,798797266164.039,77523788
2014,YR2014,Turkmenistan,TKM,43485614035.0877,5307188
2014,YR2014,Turks and Caicos Islands,TCA,..,33740
2014,YR2014,Tuvalu,TUV,37859554.4597051,9893
2014,YR2014,Uganda,UGA,26998477707.0964,37782971
2014,YR2014,Ukraine,UKR,131805126738.287,45362900
2014,YR2014,United Arab Emirates,ARE,399451327433.628,9086139
2014,YR2014,United Kingdom,GBR,2990201431078.23,64613160
2014,YR2014,United States,USA,17348071500000,318907401
2014,YR2014,Upper middle income,UMC,21861947545542.2,2573612474
2014,YR2014,Uruguay,URY,57235766827.0376,3419516
2014,YR2014,Uzbekistan,UZB,63132848445.0133,30757700
2014,YR2014,Vanuatu,VUT,814954586.8173,258883
2014,YR2014,"Venezuela, RB",VEN,..,30693827
2014,YR2014,Vietnam,VNM,186204652922.262,90728900
2014,YR2014,Virgin Islands (U.S.),VIR,..,104170
2014,YR2014,West Bank and Gaza,WBG,12715600000,4294682
2014,YR2014,World,WLD,78088515958673.4,7260780278
2014,YR2014,"Yemen, Rep.",YEM,..,26183676
2014,YR2014,Zambia,ZMB,27134637888.441,15721343
2014,YR2014,Zimbabwe,ZWE,14196912500,15245855
